subway_station,subway_station,subway_station,police,police,police,primary_school,primary_school,primary_school,university,university,university,library,library,library,night_club,night_club,night_club,shopping_mall,shopping_mall,shopping_mall,supermarket,supermarket,supermarket,bus_station,bus_station,bus_station,park,park,park,church,church,church,hospital,hospital,hospital
1,2,10,4,6,22,3,9,40,2,15,60,2,5,39,0,2,13,0,1,16,4,12,60,9,16,60,6,27,60,19,30,60,11,12,60
0,0,2,2,5,17,0,8,18,0,2,4,1,11,23,1,4,5,0,0,0,3,11,26,0,8,17,11,45,60,7,32,49,4,5,25
1,1,10,0,0,19,1,5,19,1,11,30,0,3,18,0,1,9,0,1,25,2,6,60,2,3,60,3,25,60,1,5,60,2,19,60
1,2,8,0,0,18,0,5,20,1,2,24,2,3,15,0,1,9,0,1,18,3,8,55,2,9,53,8,24,60,3,7,60,15,16,60
1,1,8,0,3,17,0,2,26,0,11,34,0,5,16,1,2,10,0,4,31,2,15,60,4,12,48,7,20,60,6,25,60,1,32,60
2,4,6,0,5,14,3,6,14,14,21,25,3,12,17,11,42,55,3,10,19,7,18,28,4,16,30,8,45,60,17,36,59,20,46,60
0,0,4,0,1,12,2,6,22,2,7,55,2,8,24,1,1,8,0,2,12,7,16,51,0,1,27,9,26,60,7,11,60,3,55,60
0,0,4,0,1,11,2,5,22,1,6,48,1,9,23,0,1,8,0,2,12,5,19,52,0,1,29,9,27,60,4,12,60,7,60,60
1,2,5,0,2,3,4,13,15,14,23,45,4,18,24,2,4,4,3,6,17,4,16,27,8,15,31,20,51,60,16,60,60,9,31,43
2,4,6,0,4,8,2,5,12,4,9,19,1,13,24,15,33,42,7,26,39,4,22,36,9,29,49,4,27,57,17,52,60,45,60,60
1,2,5,3,5,11,3,8,11,2,10,38,6,17,23,4,13,35,12,19,41,4,23,39,5,18,42,10,52,60,14,50,60,15,56,60
1,4,7,2,6,18,2,4,24,0,0,31,0,3,29,0,2,6,0,5,19,1,4,51,9,22,50,9,35,60,3,11,51,2,5,60
1,1,3,0,0,7,2,6,10,2,8,10,2,6,15,6,11,13,1,9,22,5,20,34,2,10,27,9,33,60,10,31,59,5,18,43
1,2,5,1,7,12,2,5,10,7,20,27,3,9,15,5,19,22,8,27,36,5,21,31,5,19,37,9,39,54,9,27,41,21,28,57
1,3,15,1,4,26,0,5,37,3,33,60,1,8,60,3,9,60,3,7,60,9,28,60,6,19,60,8,30,60,15,40,60,3,35,60
1,2,14,0,3,25,0,2,31,1,18,60,1,3,51,1,6,52,0,3,51,2,12,60,1,11,60,9,32,60,2,15,60,1,25,60
1,3,4,1,4,5,3,8,13,0,1,2,2,7,12,4,13,15,3,7,9,4,18,24,9,15,20,13,42,60,12,28,48,17,26,32
1,2,6,4,7,12,2,7,23,0,4,34,1,7,26,0,4,12,0,2,14,4,15,60,2,8,45,5,20,60,6,22,60,6,13,60
1,1,8,0,5,17,1,2,21,2,10,46,1,2,26,5,7,27,5,9,29,4,7,56,5,7,58,9,22,60,5,9,60,1,6,60
1,2,5,1,3,5,4,7,14,0,3,27,1,4,11,2,5,7,0,0,2,5,13,26,0,8,22,12,37,60,9,19,31,8,23,32
0,0,13,1,1,23,1,2,27,11,12,33,4,4,18,0,1,13,1,2,36,2,3,60,0,0,60,6,19,60,2,6,60,18,21,60
0,2,5,1,5,16,1,6,9,7,17,32,1,9,22,1,44,60,8,16,31,3,20,29,7,27,50,9,52,60,11,48,60,7,30,49
0,4,5,2,13,26,1,3,5,2,22,37,0,17,32,25,60,60,9,26,45,2,14,18,5,27,60,12,42,60,11,45,60,6,31,60
0,1,1,2,6,8,6,10,14,1,2,3,3,6,11,1,5,10,0,3,6,4,21,31,0,10,18,6,36,60,8,24,34,6,10,27
0,0,0,2,4,7,4,7,11,0,1,2,2,4,9,0,3,6,0,0,1,4,13,23,2,3,9,11,31,45,5,20,33,2,8,13
1,1,1,6,9,12,1,6,11,0,8,11,1,7,11,5,8,20,5,6,18,5,20,30,9,16,28,20,34,60,3,18,27,11,36,45
1,3,3,2,11,25,2,8,15,3,12,19,4,17,27,1,22,31,4,23,28,9,26,31,11,31,42,5,51,60,6,20,38,10,38,50
1,2,10,4,5,22,3,8,41,4,14,60,3,5,39,0,2,13,0,2,15,5,10,60,9,20,60,7,21,60,15,32,60,9,32,60
0,1,11,0,5,19,1,6,37,2,18,60,0,1,44,0,3,16,0,1,15,1,8,60,0,6,60,10,28,60,2,17,60,0,2,60
0,0,9,0,2,18,2,6,35,0,5,50,1,8,39,0,1,10,0,0,7,4,13,60,0,4,57,12,31,60,7,18,60,3,5,60
1,2,10,1,4,17,2,7,31,6,11,60,2,3,41,1,1,10,0,0,5,2,6,47,7,7,60,3,23,60,4,16,60,15,18,47
0,0,3,0,1,4,0,2,9,0,3,19,0,9,16,0,0,1,0,0,0,0,2,14,0,2,22,10,18,60,0,1,31,0,1,7
0,1,5,0,4,4,1,7,14,0,3,15,2,5,8,3,4,7,0,0,2,4,9,21,0,5,21,5,31,60,6,14,26,3,12,23
1,2,5,1,3,7,3,7,15,0,2,27,1,4,12,2,5,7,0,0,2,5,12,28,0,8,23,13,38,60,9,20,32,8,23,48
0,0,4,0,1,7,1,2,13,1,1,29,0,1,12,0,0,7,0,0,2,0,2,28,1,1,22,9,21,60,2,7,30,8,12,57
0,2,5,0,4,15,1,4,24,0,2,42,2,4,30,1,2,16,0,4,25,1,8,54,12,20,43,5,40,60,15,28,60,5,53,60
0,0,6,0,3,18,0,3,19,0,0,17,1,5,19,1,3,16,2,3,29,3,9,50,1,2,45,10,21,60,2,7,60,3,8,54
0,2,6,0,5,10,1,8,22,4,9,42,3,10,27,3,4,9,0,3,13,4,22,53,1,8,42,9,24,60,5,26,60,22,60,60
0,3,19,0,2,29,3,11,43,5,25,60,3,16,60,1,3,60,2,7,60,3,16,60,6,25,60,16,43,60,4,43,60,6,34,60
1,3,7,3,4,5,1,9,13,4,16,43,2,8,18,4,13,33,2,7,22,10,33,45,9,26,47,11,35,57,10,48,60,10,51,60
1,2,16,1,2,24,1,2,40,1,31,60,1,9,60,2,6,60,1,4,60,4,14,60,4,11,60,13,31,60,8,28,60,1,8,60
0,3,5,0,7,12,1,7,12,11,20,29,2,12,22,4,18,46,2,26,39,5,18,28,7,29,50,10,41,60,9,48,60,3,37,60
1,3,6,3,6,11,3,4,9,8,17,34,7,14,27,1,4,16,0,20,35,2,18,31,6,26,40,10,40,60,11,38,60,6,22,60
1,3,4,1,4,7,3,9,14,0,4,8,2,9,14,6,12,23,1,11,26,5,20,30,6,21,25,15,46,60,7,41,52,6,21,38
1,3,5,1,9,9,2,6,10,3,24,28,3,10,14,2,20,29,3,19,34,5,24,42,5,28,38,12,35,57,15,32,58,5,51,60
0,2,5,2,9,10,2,8,12,2,4,11,3,14,16,1,6,13,1,14,20,5,23,30,2,20,30,18,41,59,4,37,55,9,45,60
1,3,7,2,6,18,1,4,24,0,0,22,0,3,29,0,2,7,0,3,20,1,6,51,9,21,50,11,32,60,2,11,55,1,6,60
0,0,0,0,1,5,3,4,5,0,1,1,0,2,2,0,1,1,0,5,11,1,8,20,1,1,7,5,28,44,2,12,16,1,6,8
0,0,1,1,4,5,3,4,5,0,1,1,1,2,3,0,1,4,1,5,11,1,9,23,1,3,8,6,30,47,5,13,19,3,6,19
0,2,9,0,2,16,0,1,25,0,15,34,0,3,18,1,2,15,1,5,36,4,10,60,5,12,53,7,21,60,7,17,60,3,10,60
0,1,6,0,1,11,1,2,13,0,9,34,0,2,11,1,3,6,0,1,10,2,7,35,0,7,34,7,24,60,2,12,51,0,12,60
0,3,6,2,4,8,2,5,10,6,24,46,4,11,17,7,26,47,5,27,50,6,23,28,7,36,55,11,46,60,13,51,60,7,46,60
0,2,8,0,4,21,1,2,21,0,20,34,0,5,15,1,3,6,1,2,23,3,8,57,1,13,49,2,23,60,5,17,60,0,30,60
0,0,13,1,1,23,1,1,29,1,13,35,1,4,20,0,0,16,1,2,38,1,3,60,0,2,60,7,21,60,3,5,60,1,23,60
1,4,5,1,2,6,2,5,9,3,26,34,5,10,13,4,35,60,2,13,21,6,28,42,12,35,47,9,49,60,10,35,60,10,35,60
1,2,9,1,2,16,0,4,22,5,8,35,1,1,15,0,1,16,3,4,36,3,12,60,7,12,54,6,27,60,9,19,60,5,12,60
0,1,6,0,1,10,0,1,14,0,9,34,1,2,12,1,2,6,0,1,13,2,7,38,0,7,39,3,18,60,3,9,53,0,11,60
0,0,9,0,2,18,2,3,29,0,2,35,0,0,22,0,0,24,0,7,36,0,6,60,1,3,60,3,24,60,1,6,60,3,6,60
1,5,7,5,20,26,0,4,8,1,13,46,4,17,26,50,60,60,15,40,60,3,13,27,6,38,54,10,40,60,13,47,60,11,52,60
0,2,8,0,1,18,1,4,23,0,11,60,1,3,28,0,1,12,2,11,44,3,11,60,2,11,60,12,29,60,3,12,60,3,6,60
1,2,6,0,1,12,1,4,19,0,2,44,1,3,20,1,1,5,7,10,26,6,12,50,7,12,48,10,34,60,3,8,60,0,3,25
1,2,6,0,1,12,1,4,19,0,2,44,1,3,20,1,1,5,7,10,26,6,12,50,7,12,48,10,34,60,3,8,60,0,3,25
0,1,8,0,0,15,2,4,22,0,0,59,0,2,29,0,1,9,2,11,49,0,9,60,2,11,60,13,32,60,1,7,60,2,5,60
0,0,2,0,10,17,2,10,16,0,2,6,3,11,21,1,4,5,0,0,3,6,14,25,1,11,24,10,48,60,11,27,45,4,6,27
0,0,1,3,4,7,5,10,12,1,2,2,2,6,8,1,5,6,0,1,4,5,20,25,2,8,17,7,26,60,9,21,31,6,9,15
0,0,2,1,7,19,3,12,16,0,3,7,2,11,17,1,3,10,0,2,6,8,16,28,2,16,27,9,53,60,11,26,43,0,11,26
1,4,7,0,7,14,1,7,11,3,22,47,2,27,40,0,0,2,4,14,24,6,17,28,5,23,45,6,40,60,9,43,60,5,27,60
1,2,5,6,12,17,5,9,13,1,6,21,5,12,18,4,10,17,2,12,26,0,10,27,7,13,27,4,21,46,8,28,48,4,18,38
0,1,1,2,6,8,4,10,12,1,2,3,2,6,9,2,5,9,1,3,6,4,21,30,0,9,17,7,32,60,10,21,31,7,10,22
1,3,9,1,4,18,1,6,30,7,7,60,1,3,38,0,1,8,0,0,4,1,5,46,4,10,54,4,21,60,3,14,60,15,17,46
1,2,4,0,2,8,3,8,17,11,23,31,4,17,29,2,4,8,2,7,14,7,14,31,3,17,29,20,48,60,24,60,60,9,28,41
1,4,8,2,2,16,1,3,25,1,7,60,0,3,32,0,0,8,0,0,2,1,3,35,3,12,43,13,25,60,4,13,60,0,17,35
0,2,11,1,8,22,3,10,38,3,14,60,0,4,40,1,3,11,0,1,14,4,15,60,0,11,60,12,32,60,13,30,60,2,11,60
0,0,8,1,2,15,1,8,28,0,4,47,1,7,31,0,2,7,0,0,4,3,13,46,3,5,51,16,33,60,6,22,60,3,6,40
0,0,5,0,3,9,1,5,18,13,19,35,4,13,26,1,1,3,0,0,1,5,11,24,0,3,32,8,21,60,11,21,50,0,6,26
0,1,10,3,4,21,5,9,34,3,13,60,1,3,43,2,3,11,0,1,12,5,10,60,0,8,60,17,32,60,9,24,60,1,6,60
0,2,4,3,11,12,2,7,13,0,8,18,4,19,27,2,3,8,0,3,5,3,12,25,3,14,27,8,37,60,12,45,60,6,25,30
0,2,9,2,4,19,3,7,33,6,12,60,2,3,38,1,2,11,0,0,10,3,8,52,2,7,59,4,30,60,4,17,60,2,19,60
0,1,10,3,5,20,4,8,35,2,11,60,1,2,46,1,3,14,0,1,12,3,12,60,0,5,60,13,29,60,2,22,60,1,6,60
0,1,10,0,8,20,4,10,35,3,21,60,1,7,34,0,3,13,0,0,8,1,13,60,0,13,56,6,26,60,8,33,60,1,13,60
0,1,8,0,2,16,1,6,27,0,9,47,0,5,31,0,1,6,0,0,5,1,5,48,1,8,52,3,24,60,5,15,60,1,18,60
1,4,5,6,12,24,2,6,12,4,14,33,6,28,44,0,8,25,0,9,29,1,17,31,6,39,54,25,45,60,2,25,59,3,21,60
0,4,6,8,15,26,4,10,11,2,6,19,8,16,21,4,10,40,10,26,51,7,15,21,2,17,37,8,25,51,11,27,51,6,34,53
1,3,5,2,14,17,2,5,10,8,15,26,5,17,25,13,27,31,11,28,32,11,18,22,13,32,51,8,36,60,7,19,31,25,47,60
0,1,1,2,7,9,3,6,7,1,2,3,2,4,5,1,8,11,0,6,6,3,11,22,1,10,14,17,36,53,1,10,21,1,16,24
1,3,4,5,12,15,4,10,13,1,3,16,4,12,18,3,10,17,2,14,22,0,15,31,5,16,27,4,21,48,4,23,45,3,13,41
0,0,1,1,5,8,2,11,12,1,2,2,2,4,7,4,5,9,1,2,6,6,16,26,0,6,16,10,36,56,7,18,24,6,10,19
1,2,5,6,12,17,5,9,13,1,6,21,5,12,18,4,10,17,2,12,26,0,10,27,7,13,27,4,21,46,8,28,48,4,18,38
1,2,5,6,12,17,5,9,13,1,6,21,5,12,18,4,10,17,2,12,26,0,10,27,7,13,27,4,21,46,8,28,48,4,18,38
1,2,5,6,12,17,5,9,13,1,6,21,5,12,18,4,10,17,2,12,26,0,10,27,7,13,27,4,21,46,8,28,48,4,18,38
1,2,5,6,12,17,5,9,13,1,6,21,5,12,18,4,10,17,2,12,26,0,10,27,7,13,27,4,21,46,8,28,48,4,18,38
1,2,3,6,11,17,2,7,10,0,9,12,2,8,16,6,18,29,5,19,26,8,20,29,7,27,36,14,34,60,7,14,23,15,38,44
1,1,3,5,9,13,3,10,15,0,9,12,2,8,17,4,8,22,5,6,19,7,26,34,9,17,32,12,47,60,5,20,32,14,37,47
2,4,6,5,16,23,1,3,6,3,27,34,4,16,29,20,25,32,21,42,60,4,15,23,15,37,58,10,31,39,3,27,47,6,53,60
1,4,8,5,18,24,0,3,9,9,30,47,8,25,40,1,44,59,1,25,57,4,12,23,3,32,60,9,40,60,10,51,60,4,51,60
1,3,7,7,11,21,2,4,6,7,26,32,6,16,23,21,27,33,20,36,57,5,12,23,15,32,60,8,28,46,4,24,42,21,54,60
0,1,1,1,7,9,3,6,9,1,2,3,1,4,5,1,8,11,1,4,6,4,10,23,1,8,13,16,37,54,1,10,19,1,16,22
0,1,3,3,5,10,2,6,10,1,5,15,2,4,8,0,4,9,3,5,9,2,5,11,2,11,19,10,25,47,9,16,31,3,8,15
0,4,7,1,9,17,0,6,9,8,27,48,6,25,41,0,1,22,0,18,30,3,17,23,2,26,52,7,34,60,12,39,60,3,43,60
2,4,6,9,12,18,4,12,14,2,20,25,4,14,21,4,39,60,2,17,44,2,17,26,10,16,26,7,35,50,11,40,60,8,47,59
0,1,5,0,0,6,1,2,14,0,2,43,0,3,17,0,1,3,0,7,17,2,7,32,0,7,37,6,22,60,0,4,51,0,0,19
1,3,5,0,2,7,0,4,8,20,28,31,1,12,16,2,16,28,3,16,25,3,27,36,8,36,55,13,48,60,8,33,58,8,32,60
1,5,6,2,13,15,3,12,14,10,23,24,4,12,22,4,40,59,2,13,35,4,17,28,7,20,24,9,36,60,16,42,60,9,49,60
1,5,7,2,11,22,0,8,13,3,12,29,2,14,27,39,60,60,10,30,42,5,19,33,2,17,52,12,42,60,12,43,60,16,54,60
0,4,8,4,18,23,1,3,7,1,13,45,1,16,32,45,60,60,2,36,60,4,12,26,5,36,59,11,42,60,7,47,60,9,43,60
0,3,4,0,4,5,1,4,6,2,18,21,1,7,11,5,27,43,0,10,15,7,23,32,0,16,27,15,39,60,9,27,43,5,27,52
0,2,6,2,4,9,3,5,12,4,24,47,4,11,20,7,26,46,6,28,51,6,22,29,4,32,53,14,41,60,13,52,60,7,49,60
0,2,3,1,1,5,1,3,7,0,23,25,3,7,11,0,6,22,4,7,11,13,22,36,8,23,29,4,30,60,4,23,39,2,19,37
1,3,6,2,6,9,3,5,10,8,34,47,5,13,20,8,24,46,7,30,49,6,22,34,9,28,54,12,48,60,15,43,60,12,53,60
1,5,8,5,20,22,0,3,7,1,12,43,3,17,28,50,60,60,15,42,60,3,12,25,5,36,55,10,38,60,13,44,60,10,50,60
1,2,8,3,5,18,2,5,21,0,0,18,1,1,22,0,0,9,0,2,19,8,16,54,4,12,50,9,31,60,3,11,60,3,3,55
0,0,12,1,1,23,1,1,28,3,13,33,4,4,19,0,1,13,1,2,38,1,3,60,0,1,60,7,19,60,3,7,60,18,23,60
1,2,8,0,1,14,1,2,24,11,11,60,2,4,26,0,0,16,0,3,33,6,9,60,3,10,60,7,19,60,7,10,60,0,3,60
0,1,8,0,2,14,2,4,25,0,5,41,0,3,25,0,1,14,1,9,46,0,9,60,1,8,57,14,36,60,1,8,60,0,5,60
1,3,5,0,4,10,0,4,10,20,26,34,0,9,20,2,9,23,2,19,24,6,18,35,7,33,52,16,48,60,11,27,51,11,39,52
1,5,6,0,3,15,3,5,8,10,20,24,3,9,16,9,43,55,3,10,19,8,19,32,4,18,36,11,46,60,16,35,54,20,45,57
0,1,7,1,6,15,2,4,24,0,0,20,0,4,29,0,1,7,2,7,18,5,5,44,0,8,48,11,24,60,3,8,54,0,2,60
1,1,2,0,4,6,1,6,11,2,6,10,1,4,10,6,8,12,0,7,21,8,22,33,2,9,19,11,34,60,8,32,52,5,23,35
1,1,2,0,4,6,2,6,11,2,7,10,1,3,10,6,8,10,0,6,18,9,21,32,3,9,17,11,37,59,8,33,51,5,24,35
0,0,3,1,2,6,3,4,8,1,3,22,5,13,17,0,1,3,0,0,9,2,4,15,3,5,25,6,20,60,1,2,15,0,0,4
0,2,4,0,2,4,2,5,9,3,5,9,0,6,13,4,9,19,3,7,27,4,19,29,2,17,27,8,42,60,10,29,46,3,16,34
0,1,3,4,7,8,2,9,10,2,6,9,1,11,16,0,7,12,1,5,17,9,26,29,4,7,22,8,47,60,11,40,53,14,35,50
1,4,4,2,6,7,3,7,12,5,15,38,3,17,22,5,32,43,7,38,45,6,24,34,9,26,40,5,48,60,13,50,60,10,60,60
0,2,2,0,3,4,1,2,5,0,19,22,0,3,9,1,3,6,2,8,15,2,16,22,6,20,30,2,19,45,5,16,25,2,11,34
0,4,5,1,6,7,3,8,14,3,12,20,5,13,24,8,37,43,12,35,44,4,22,35,5,29,43,7,36,60,13,60,60,16,60,60
1,3,5,0,7,9,0,8,12,22,32,35,2,14,19,4,11,27,8,20,27,3,16,33,6,29,49,18,47,60,9,39,60,21,43,60
0,4,5,1,3,6,3,6,11,2,4,9,2,8,12,1,16,21,2,12,29,7,20,32,4,22,27,12,46,60,11,38,55,3,21,41
1,3,7,2,5,18,1,5,23,0,0,19,0,2,29,0,1,8,0,0,21,1,8,52,8,18,49,10,29,60,2,11,60,1,5,57
0,0,2,1,1,3,0,3,6,0,3,22,0,8,17,0,0,3,0,0,6,1,3,9,3,3,16,3,13,50,1,1,12,0,0,3
1,1,4,0,5,9,1,6,10,5,8,11,1,9,15,6,10,14,0,8,18,9,24,34,3,10,22,8,33,60,10,40,60,5,31,47
0,1,8,0,1,20,2,7,22,0,1,30,2,6,25,2,4,35,0,0,52,1,9,43,0,4,48,8,36,60,5,16,60,0,17,44
1,2,4,3,10,11,2,3,9,2,5,11,1,6,16,0,15,24,0,30,33,1,13,22,1,11,22,12,38,57,5,15,36,3,12,37
0,1,1,1,4,4,1,5,6,0,3,5,1,3,3,0,5,9,1,10,17,5,16,32,1,6,7,11,34,53,2,21,32,3,8,25
0,3,5,1,4,10,1,5,11,2,23,30,3,11,15,2,21,35,2,18,36,11,28,46,6,29,43,8,37,56,11,40,60,4,60,60
1,1,18,0,1,21,2,8,44,32,60,60,7,20,60,0,4,58,2,4,60,3,15,60,7,14,60,8,39,60,13,33,60,1,17,60
2,3,7,0,3,7,3,5,11,4,8,18,1,11,25,14,30,46,6,24,50,5,22,35,8,29,46,5,27,58,15,46,60,44,60,60
1,2,5,3,4,5,1,8,14,6,24,41,2,10,19,5,10,26,3,7,19,9,34,43,7,26,43,10,35,54,10,44,60,6,48,60
0,4,6,3,5,5,3,9,14,3,21,37,4,11,20,3,15,35,2,9,30,8,29,46,5,29,52,10,33,56,6,51,60,6,60,60
1,4,7,0,6,17,2,7,14,6,29,39,2,31,42,0,0,1,4,12,17,6,22,31,6,25,38,6,41,60,12,48,60,7,36,60
0,2,7,0,7,11,2,5,20,1,13,33,3,7,22,0,3,11,0,2,14,5,13,55,0,12,42,5,24,60,7,14,60,4,7,60
1,1,3,2,2,4,0,3,5,2,2,36,2,2,12,1,1,1,0,0,3,2,6,16,1,1,7,8,14,40,6,7,22,2,6,18
1,2,6,0,5,15,1,4,24,1,2,50,0,2,29,1,3,15,2,5,24,2,12,60,5,14,46,8,27,60,5,20,60,2,25,60
0,0,0,1,2,5,0,4,5,0,0,2,1,4,7,0,2,6,2,5,8,1,6,16,2,3,6,6,20,43,3,9,20,0,3,9
1,2,6,3,3,7,3,7,16,0,2,30,1,4,14,2,5,9,0,0,3,4,14,31,2,8,29,13,41,60,9,21,37,6,23,60
0,0,1,0,1,7,0,0,15,0,8,45,0,1,21,0,0,5,0,0,7,2,2,34,0,0,14,2,17,60,0,2,41,0,1,60
0,0,3,0,1,12,4,7,21,2,5,55,3,8,24,1,2,8,2,5,11,6,20,49,0,0,26,8,25,60,5,18,60,3,7,60
0,2,6,1,1,15,1,6,22,1,3,52,0,3,29,2,3,11,3,6,19,4,24,56,3,14,45,10,28,60,6,28,60,1,51,60
0,2,6,1,1,15,1,6,22,1,3,52,0,3,29,2,3,11,3,6,19,4,24,56,3,14,45,10,28,60,6,28,60,1,51,60
1,2,6,3,5,18,1,2,19,2,10,47,0,7,21,3,5,14,7,8,24,2,7,46,6,14,45,4,31,60,7,24,60,4,30,60
0,1,5,0,1,4,2,4,13,1,1,25,0,2,9,0,3,7,0,0,2,1,7,24,1,1,22,6,29,60,4,14,29,8,15,30
0,0,3,0,1,8,0,0,19,0,1,45,0,2,22,0,1,6,0,0,7,2,6,46,0,0,17,2,19,60,0,6,58,0,1,60
1,4,5,3,8,13,3,5,10,9,19,36,7,17,27,1,3,27,1,16,28,4,19,29,5,23,42,12,38,60,9,41,60,5,22,53
2,3,6,8,13,21,6,10,13,2,16,24,7,15,23,3,28,60,3,23,52,2,17,30,7,17,29,8,32,51,10,35,59,9,38,60
1,2,8,1,3,12,3,5,22,8,8,44,1,2,15,0,0,9,1,5,32,5,14,60,6,9,50,9,32,60,9,19,60,5,11,59
0,1,12,1,1,24,1,1,30,2,13,35,3,4,21,0,2,15,1,2,37,2,5,60,0,5,60,5,16,60,3,9,60,15,24,60
0,0,9,0,4,22,1,2,27,0,0,32,1,3,40,1,2,35,4,4,34,2,6,58,1,3,60,5,18,60,2,10,60,2,4,60
0,2,5,1,1,15,1,6,22,1,3,52,0,3,29,1,4,11,3,6,19,4,23,56,3,14,45,9,27,60,6,28,60,2,52,60
0,4,6,1,2,6,4,12,19,6,36,60,8,16,33,0,2,5,2,13,18,3,18,28,5,24,41,18,56,60,13,41,60,2,21,41
1,3,7,1,4,6,3,9,14,2,17,34,2,12,21,4,12,34,1,10,30,5,26,45,8,30,56,11,35,60,11,47,60,8,60,60
1,3,4,8,10,11,2,6,7,1,7,15,1,7,15,3,17,24,0,31,33,0,13,24,2,13,22,9,40,57,3,18,35,2,13,39
0,4,4,2,5,7,3,7,11,4,15,42,4,15,22,5,33,46,8,39,44,8,22,33,5,26,42,6,47,60,13,53,60,11,60,60
1,3,7,2,4,18,0,4,21,0,0,18,0,2,28,0,1,7,0,0,20,1,7,53,8,18,50,9,27,60,2,9,55,1,6,54
1,3,9,1,3,22,4,9,23,1,1,18,3,9,27,1,13,39,1,6,60,4,16,60,4,14,54,13,49,60,10,28,60,16,26,55
0,3,6,1,2,6,3,12,19,6,39,60,6,16,34,0,3,5,2,13,18,4,17,32,5,25,40,18,60,60,13,48,60,3,22,44
0,0,5,0,0,11,4,9,24,1,9,52,1,10,26,0,3,8,2,5,12,12,23,52,0,1,33,6,26,60,4,26,60,5,36,60
0,2,7,0,3,12,1,2,17,0,10,32,1,2,19,0,3,12,0,1,3,2,8,46,0,10,32,8,37,60,1,10,58,0,4,60
0,1,5,0,2,17,0,2,21,0,2,26,3,5,23,0,2,15,0,0,23,0,5,52,1,10,48,8,20,60,2,13,60,21,26,60
1,1,2,1,2,8,3,5,8,0,11,27,2,4,6,0,2,4,1,2,2,5,10,22,3,5,20,8,33,55,2,22,39,1,2,12
1,3,7,8,14,24,3,10,11,2,4,17,8,14,21,5,9,31,6,23,50,6,15,25,2,16,38,7,26,52,11,28,45,6,27,49
1,1,7,0,0,7,2,2,14,0,2,29,0,1,12,0,0,8,0,0,3,2,3,30,2,2,21,3,8,60,1,1,40,0,0,38
1,5,8,5,17,24,1,3,6,3,23,43,1,20,35,40,60,60,2,33,56,4,15,21,5,37,60,12,39,60,11,48,60,5,40,60
1,2,8,3,5,18,2,5,21,0,0,18,1,1,26,0,0,9,0,2,18,7,15,52,2,13,50,10,29,60,4,11,60,3,3,53
1,2,7,2,4,19,1,4,19,1,17,32,0,0,12,1,4,6,0,1,19,4,9,53,5,11,43,7,27,60,7,17,59,2,16,60
0,0,12,0,1,21,0,2,25,9,12,34,1,4,18,0,0,12,0,1,35,1,3,60,0,2,60,9,21,60,0,3,60,0,19,60
0,2,3,0,2,5,1,2,6,0,21,25,1,4,11,0,3,11,6,6,10,13,24,29,5,21,34,5,24,60,4,21,35,5,17,26
2,4,6,0,5,14,3,6,13,14,21,24,3,8,15,8,41,53,2,10,19,6,17,26,4,16,30,8,46,60,17,38,58,18,46,60
1,2,7,1,2,19,1,4,21,4,8,34,1,1,14,0,1,12,1,4,34,6,12,60,6,12,48,8,25,60,11,20,60,5,11,60
0,3,5,0,4,8,3,4,9,9,19,23,3,6,13,6,29,44,2,8,13,6,17,32,2,16,29,14,40,58,10,32,46,16,26,57
0,2,3,1,1,5,1,3,7,0,20,25,0,4,9,0,2,11,3,6,10,13,20,31,6,19,27,4,27,53,2,21,34,2,17,27
0,5,7,2,22,30,3,6,11,2,12,27,7,20,26,4,18,60,15,51,60,11,16,21,4,35,53,9,33,49,9,34,60,8,48,60
0,1,1,2,4,8,2,3,8,0,2,12,2,3,6,0,3,8,0,5,11,1,6,11,2,8,13,7,24,46,3,15,22,2,5,15
2,3,7,3,16,31,0,5,9,0,19,29,2,16,31,1,22,37,15,47,60,7,16,19,8,32,50,9,24,49,5,30,46,11,34,60
0,0,6,1,1,18,1,2,22,0,0,27,0,2,39,2,2,30,3,4,36,4,6,60,1,3,59,5,15,60,4,8,60,3,4,60
0,2,5,2,5,18,1,3,19,2,10,31,1,4,20,2,7,21,2,10,26,3,9,47,2,8,46,4,26,60,7,13,60,3,9,60
0,2,7,0,7,12,2,5,21,7,21,33,3,7,20,0,3,12,1,2,12,8,13,58,3,12,43,8,28,60,6,14,60,2,10,60
1,3,7,0,2,11,1,2,18,0,6,32,1,2,17,1,3,11,0,2,4,3,9,41,6,13,31,13,31,60,1,13,51,0,3,60
0,1,6,0,1,12,2,4,21,0,9,45,1,3,26,0,0,14,0,0,23,1,5,50,0,10,38,9,35,60,5,24,60,0,34,60
0,1,5,0,2,16,1,9,22,0,2,55,1,4,31,0,3,11,1,6,20,6,18,52,0,9,37,7,27,60,8,25,60,29,34,60
0,3,5,0,4,13,3,7,22,0,6,43,1,8,27,1,5,11,0,7,16,3,26,54,1,11,39,5,27,60,8,28,60,19,54,60
0,1,8,0,4,26,2,3,22,0,2,35,1,4,33,3,6,50,1,9,32,3,7,60,0,7,60,7,25,60,2,11,60,1,4,60
0,0,6,1,1,21,1,2,18,0,0,22,1,2,37,2,2,26,2,4,34,6,6,60,1,3,58,7,18,60,5,8,60,3,4,60
1,2,7,0,7,12,3,6,21,7,21,33,3,7,19,0,3,12,1,3,12,7,11,58,3,12,43,9,30,60,6,15,60,1,10,60
