,latitude,longitude,police_500,police_1000,police_3000,hospital_500,hospital_1000,hospital_3000,shopping_mall_500,shopping_mall_1000,shopping_mall_3000,library_500,library_1000,library_3000,bus_station_500,bus_station_1000,bus_station_3000,university_500,university_1000,university_3000,primary_school_500,primary_school_1000,primary_school_3000,church_500,church_1000,church_3000,night_club_500,night_club_1000,night_club_3000,supermarket_500,supermarket_1000,supermarket_3000,subway_station_500,subway_station_1000,subway_station_3000,park_500,park_1000,park_3000
臺北市文山區興隆路四段29巷2弄23號,24.9900192,121.5602378,1,1,15,2,6,60.0,0,0,5.0,3,8,32,3,5.0,53.0,0,3,47.0,3,7,30,6,21.0,60.0,0,1,8,0,10,49.0,0,0,9,15,26,60
臺北市文山區光輝路89號五樓,24.9853499,121.557459,0,1,19,0,5,60.0,0,0,7.0,4,6,43,2,5.0,59.0,1,4,50.0,3,6,36,7,15.0,60.0,0,1,10,3,8,60.0,0,0,10,17,31,60
臺北市文山區景豐街68號六樓,25.0010097,121.5452801,1,5,23,1,7,60.0,0,1,12.0,0,4,47,0,5.0,60.0,3,7,60.0,2,12,37,8,29.0,60.0,2,3,13,3,15,60.0,0,1,10,18,35,60
臺北市萬華區環河南路三段51號,25.0263059,121.4901603,0,3,7,4,8,12.0,0,1,2.0,0,3,4,0,3.0,9.0,0,1,2.0,0,7,11,3,10.0,23.0,2,4,5,2,11,23.0,0,0,0,9,35,52
臺北市大同區雙連街79號10樓之3,25.059892,121.5196598,4,15,22,12,53,60.0,2,31,56.0,4,19,25,5,19.0,34.0,6,22,27.0,1,12,14,12,47.0,60.0,4,56,60,1,19,34.0,2,5,6,8,37,59
臺北市大同區哈密街２３巷２之６號,25.0742826,121.5185116,0,6,6,0,10,23.0,1,6,9.0,2,3,7,5,11.0,18.0,1,13,15.0,1,3,8,4,18.0,37.0,0,6,15,1,7,14.0,1,1,3,8,36,56
臺北市萬華區環河南路2段62巷1弄15號4樓及98號地下,25.0374431,121.4957794,5,7,12,7,32,41.0,1,6,18.0,1,5,10,0,11.0,23.0,0,7,10.0,1,6,8,2,15.0,20.0,6,7,15,4,16,26.0,1,1,1,18,35,46
臺北市萬華區大理街１７０巷５２號四樓,25.0329851,121.4930835,2,8,10,1,18,25.0,1,6,6.0,2,4,6,2,10.0,15.0,1,2,3.0,3,6,10,2,11.0,23.0,1,9,11,6,13,22.0,0,1,1,16,39,54
臺北市萬華區長沙街二段８９號十二樓之２,25.0406039,121.5048033,2,13,16,25,48,60.0,15,28,34.0,5,16,25,13,32.0,51.0,7,16,28.0,2,5,10,8,19.0,31.0,15,27,31,10,17,21.0,1,3,6,8,35,60
臺北市大同區重慶北路三段９巷３１號二樓,25.0642434,121.5149311,6,11,16,6,31,52.0,0,11,27.0,4,11,19,10,17.0,25.0,1,21,22.0,6,9,15,9,38.0,48.0,5,14,45,3,11,25.0,1,4,5,7,29,53
臺北市內湖區民權東路六段150之3號12樓之2,25.0683745,121.5903123,1,1,25,15,23,60.0,1,2,38.0,3,4,22,0,1.0,60.0,3,13,34.0,1,1,30,3,4.0,60.0,0,0,16,2,3,60.0,0,0,12,6,20,60
臺北市中山區松江路25巷5號2樓之6,25.0473009,121.5336627,1,5,16,7,30,49.0,8,16,31.0,1,9,22,7,27.0,50.0,7,17,32.0,1,6,9,11,48.0,60.0,1,44,60,3,20,29.0,0,2,5,9,52,60
臺北市中山區雙城街3巷2號15樓之4,25.0632285,121.5244813,0,5,16,21,46,60.0,5,13,28.0,3,13,18,3,15.0,42.0,9,22,25.0,3,6,14,17,42.0,60.0,25,51,60,8,18,27.0,2,4,7,11,45,60
臺北市中山區中山北路一段１２１巷３３號十樓之１,25.0509256,121.5247578,5,20,22,10,50,60.0,15,42,60.0,3,17,28,5,36.0,55.0,1,12,43.0,0,3,7,13,44.0,60.0,50,60,60,3,12,25.0,1,5,8,10,38,60
臺北市中山區四平街１３８號九樓之２,25.0534405,121.5362923,1,3,6,7,36,60.0,3,7,39.0,1,7,15,14,33.0,53.0,4,30,46.0,2,5,11,11,45.0,60.0,11,27,60,3,19,32.0,1,3,5,14,50,60
臺北市中山區林森北路２８９號五樓,25.0556128,121.5256821,3,11,22,16,57,60.0,5,29,47.0,1,15,23,4,24.0,53.0,0,10,28.0,1,8,11,8,39.0,60.0,34,60,60,4,16,33.0,0,5,7,8,44,60
臺北市中山區民族東路５３８號三樓,25.0669872,121.5432058,0,2,4,0,9,21.0,2,8,9.0,0,4,6,2,18.0,29.0,0,2,21.0,1,1,4,3,12.0,24.0,0,3,3,3,16,23.0,0,2,3,2,15,42
臺北市內湖區成功路二段４２６巷７弄１１號三樓,25.0717517,121.5892634,1,1,24,16,23,60.0,1,2,36.0,3,4,19,0,5.0,60.0,2,13,35.0,1,1,30,2,11.0,60.0,0,2,11,1,6,60.0,0,1,11,4,17,60
臺北市內湖區內湖路一段9號十二樓,25.0850502,121.5583972,0,1,12,0,3,25.0,7,10,26.0,1,3,20,7,12.0,48.0,0,2,44.0,1,4,19,3,8.0,60.0,1,1,5,6,12,50.0,1,2,6,10,34,60
臺北市萬華區成都路１３９號八樓之７,25.0435409,121.5032058,3,11,18,21,43,60.0,18,26,39.0,3,11,19,2,28.0,43.0,6,13,26.0,1,3,6,3,14.0,28.0,18,26,30,7,14,20.0,0,2,5,9,23,52
臺北市中山區伊通街１９巷２５號二樓之１,25.0490323,121.5357825,1,3,10,10,31,58.0,2,20,31.0,1,8,20,11,34.0,51.0,3,20,49.0,1,6,10,17,39.0,60.0,7,38,60,2,18,32.0,1,3,5,11,53,60
臺北市中山區伊通街１９巷２５號三樓之１,25.0490323,121.5357825,1,3,10,10,31,58.0,2,20,31.0,1,8,20,11,34.0,51.0,3,20,49.0,1,6,10,17,39.0,60.0,7,38,60,2,18,32.0,1,3,5,11,53,60
臺北市中山區伊通街１９巷２７號五樓之１,25.0490155,121.5357871,1,3,10,10,31,58.0,2,20,31.0,1,8,20,11,34.0,51.0,3,20,49.0,1,6,10,17,39.0,60.0,7,38,60,2,18,32.0,1,3,5,11,53,60
臺北市松山區敦化北路１２０巷７４號二樓,25.054192,121.546416,1,7,9,22,43,60.0,11,23,25.0,3,15,21,9,28.0,44.0,5,32,34.0,0,7,12,10,42.0,60.0,4,16,23,2,21,30.0,1,3,4,15,56,60
臺北市松山區南京東路四段７５巷３2號5樓,25.0530247,121.5535172,3,8,11,26,51,60.0,3,16,27.0,7,15,24,6,18.0,35.0,2,11,19.0,4,9,10,15,50.0,60.0,0,8,29,5,22,34.0,1,2,5,15,44,60
臺北市松山區延壽街348號四樓之1,25.0564278,121.5593763,3,8,10,14,37,53.0,1,6,17.0,2,12,17,4,8.0,22.0,1,6,8.0,1,10,10,11,38.0,55.0,0,5,13,10,25,31.0,0,2,3,10,43,60
臺北市信義區信義路五段150巷330號2樓之6,25.0265129,121.570089,0,10,10,1,24,26.0,0,11,21.0,2,5,9,0,4.0,13.0,3,18,22.0,2,3,6,5,12.0,18.0,2,6,15,3,8,14.0,0,1,2,10,26,50
臺北市南港區向陽路120巷2弄1號2樓,25.0549108,121.5964137,4,4,17,1,1,60.0,0,4,30.0,2,2,29,1,8.0,52.0,0,0,18.0,1,3,26,3,9.0,60.0,0,1,16,2,6,52.0,0,1,9,7,19,60
臺北市北投區中央北路二段１１３巷５號,25.1366653,121.4945808,0,3,4,3,13,27.0,0,0,2.0,2,2,11,0,9.0,23.0,0,4,33.0,2,5,13,0,14.0,31.0,0,5,7,1,15,24.0,0,3,6,10,27,60
臺北市北投區富貴一路５巷６號,25.1148223,121.5237833,0,4,10,22,60,60.0,0,3,13.0,3,8,27,1,8.0,38.0,4,6,42.0,2,9,22,6,25.0,60.0,0,4,9,5,19,52.0,0,2,6,10,24,60
臺北市北投區致遠一路一段58巷10弄3號3樓,25.1095286,121.5163423,4,7,16,2,28,60.0,0,6,19.0,0,5,27,2,10.0,46.0,0,2,35.0,2,7,24,7,21.0,60.0,1,5,12,6,14,60.0,1,3,6,4,20,60
臺北市北投區永興路一段39號4樓,25.1393826,121.5002207,1,4,4,6,19,23.0,0,0,2.0,2,5,10,0,7.0,22.0,0,4,25.0,3,7,12,8,16.0,30.0,2,5,7,5,13,22.0,1,2,5,11,33,60
臺北市士林區福港街244巷5號3樓,25.0842855,121.517118,2,2,19,0,7,60.0,1,11,28.0,1,2,27,0,7.0,59.0,0,2,32.0,1,2,23,3,12.0,60.0,0,7,27,4,9,54.0,0,1,8,6,30,60
臺北市士林區倫等街５４巷３１號二樓,25.0932371,121.5029608,1,1,17,1,2,59.0,0,1,29.0,1,1,28,0,4.0,47.0,0,0,16.0,1,1,17,3,4.0,60.0,0,2,19,1,4,54.0,0,0,6,6,14,60
臺北市大安區羅斯福路三段６９號七樓,25.0228713,121.5260475,0,2,4,8,32,43.0,3,7,15.0,1,15,26,6,15.0,28.0,12,24,45.0,3,10,17,16,60.0,60.0,2,3,6,3,16,29.0,1,2,4,17,51,60
臺北市大安區和平東路三段1巷58號4樓,25.0273234,121.5465667,1,4,24,8,22,60.0,3,5,60.0,3,15,60,4,27.0,60.0,10,37,60.0,2,9,40,18,44.0,60.0,2,7,60,10,28,60.0,1,4,17,10,37,60
臺北市大安區臥龍街275號6樓,25.0182189,121.5577471,0,1,25,1,6,60.0,1,2,47.0,1,2,49,3,9.0,60.0,0,13,60.0,0,1,37,5,13.0,60.0,0,4,41,3,9,60.0,1,2,12,12,29,60
臺北市中正區三元街158之1號2樓,25.0279854,121.5108221,2,12,15,4,20,32.0,0,0,4.0,6,17,29,3,14.0,35.0,1,4,10.0,2,8,14,13,29.0,58.0,2,4,4,5,16,25.0,0,2,3,16,45,60
臺北市大同區歸綏街78之3號4樓,25.0588277,121.516682,8,16,26,8,39,60.0,3,39,56.0,6,19,25,5,18.0,38.0,3,14,24.0,4,10,13,10,43.0,60.0,3,48,60,5,18,29.0,1,4,7,10,33,53
臺北市內湖區民權東路六段１９０巷３８號２樓,25.0673328,121.5941884,0,1,22,15,22,60.0,1,1,37.0,1,4,19,0,1.0,60.0,2,13,34.0,0,2,26,3,4.0,60.0,0,0,13,2,3,60.0,0,0,12,10,20,60
臺北市信義區忠孝東路四段553巷46弄24號五樓,25.0441187,121.5636191,1,1,7,2,32,60.0,4,24,44.0,4,13,19,7,16.0,31.0,1,9,13.0,0,5,9,4,34.0,60.0,2,16,41,1,15,34.0,1,3,4,7,32,58
臺北市信義區吳興街３６８巷１５號３樓,25.0248464,121.5663962,1,6,19,21,23,60.0,1,2,51.0,3,5,43,1,6.0,60.0,12,17,60.0,2,4,27,7,13.0,60.0,2,4,60,5,8,60.0,0,2,12,5,29,60
臺北市大安區復興南路二段７８巷３０弄５號３樓,25.0304772,121.5425304,1,3,35,8,46,60.0,2,6,60.0,4,14,60,8,25.0,60.0,4,23,60.0,4,8,42,7,45.0,60.0,1,7,60,5,22,60.0,1,3,20,11,41,60
臺北市大安區敦化南路二段８１巷２５號６樓,25.030023,121.5499112,2,4,5,5,60,60.0,2,9,16.0,3,11,22,4,32.0,46.0,3,24,46.0,3,9,14,12,57.0,60.0,4,12,25,8,32,44.0,1,4,5,8,33,56
臺北市北投區雙全街６２巷６號二樓,25.1377047,121.5006064,3,3,4,8,23,27.0,0,0,2.0,1,4,10,0,7.0,23.0,0,3,26.0,6,7,12,8,18.0,31.0,2,5,7,6,13,27.0,1,2,5,13,35,60
臺北市北投區三合街一段８２巷６２弄１６號３樓,25.1284883,121.5053727,0,3,11,1,7,60.0,0,1,3.0,1,2,17,1,13.0,31.0,1,5,32.0,1,4,17,5,12.0,51.0,2,3,11,3,10,41.0,0,4,7,9,40,60
臺北市士林區中山北路七段２１３之６號７樓,25.1264191,121.5327785,1,1,8,1,2,60.0,0,2,10.0,2,4,22,0,0.0,15.0,0,2,46.0,0,1,17,4,8.0,58.0,0,1,6,3,9,44.0,0,0,2,7,19,60
臺北市南港區東明街７０號５樓,25.054811,121.6026801,2,6,16,0,2,60.0,5,7,22.0,0,4,31,2,10.0,49.0,0,0,31.0,2,4,26,3,9.0,58.0,0,1,11,5,5,43.0,0,1,8,10,21,60
臺北市南港區興華路１１７號１４樓,25.0568689,121.6057031,2,2,15,0,3,60.0,6,7,15.0,2,2,28,1,13.0,43.0,0,0,22.0,2,3,23,5,9.0,49.0,1,1,5,3,6,40.0,0,1,6,7,26,60
臺北市松山區八德路4段660號12樓之7,25.049864,121.5758318,2,3,5,3,15,38.0,5,8,16.0,2,6,12,9,19.0,20.0,0,3,5.0,1,6,11,5,31.0,47.0,2,10,17,3,17,31.0,1,2,4,9,47,60
臺北市松山區南京東路五段２３４號１４樓之３,25.0511503,121.5660025,0,4,7,5,32,47.0,1,9,21.0,2,8,14,2,8.0,27.0,3,8,11.0,1,7,10,11,34.0,59.0,6,9,11,6,21,36.0,1,1,3,9,31,60
臺北市中山區南京東路一段１３２巷１８號８樓之２,25.0509994,121.5269224,3,16,22,9,45,60.0,3,34,59.0,1,18,28,5,38.0,55.0,1,9,39.0,2,4,9,9,52.0,60.0,51,60,60,3,12,29.0,0,4,8,6,41,60
臺北市萬華區西藏路１２５巷１３號２樓,25.029392,121.5022545,1,7,19,1,25,33.0,0,6,6.0,2,10,18,5,18.0,24.0,1,3,8.0,5,14,16,9,30.0,44.0,1,8,13,7,23,37.0,0,1,2,0,57,60
臺北市文山區木柵路四段33巷9號5樓之2,24.9941813,121.5710196,0,2,10,0,3,28.0,0,0,0.0,0,5,25,2,10.0,32.0,1,14,39.0,2,5,21,3,22.0,52.0,0,0,3,0,7,27.0,1,3,5,7,20,60
臺北市大安區和平東路一段２１４號九樓,25.0260141,121.5318709,1,1,5,5,25,46.0,4,12,18.0,7,18,31,5,26.0,33.0,10,36,60.0,4,13,18,15,60.0,60.0,0,3,4,5,20,30.0,0,4,6,19,55,60
臺北市大安區和平東路二段96巷17弄1之1號4樓,25.0231219,121.5416733,0,1,23,0,17,60.0,2,4,60.0,7,20,60,7,14.0,60.0,33,60,60.0,2,8,44,13,34.0,60.0,0,3,58,3,15,60.0,1,1,18,7,35,60
臺北市士林區永平街９巷２３號四樓,25.0896562,121.504097,1,1,18,2,4,60.0,0,4,33.0,1,1,35,1,1.0,53.0,0,0,18.0,1,2,17,4,5.0,60.0,2,2,21,3,6,59.0,0,0,6,4,12,60
臺北市北投區三合街二段４１２號,25.1267647,121.5028819,0,2,11,1,7,60.0,0,2,3.0,1,2,17,5,15.0,31.0,1,3,31.0,1,3,17,3,11.0,49.0,2,3,11,4,9,40.0,1,3,7,12,33,60
臺北市信義區松山路６１５巷１號三樓之１,25.036662,121.578494,1,5,12,4,14,20.0,0,0,25.0,2,10,11,0,6.0,17.0,2,3,4.0,1,7,9,11,24.0,33.0,4,9,19,6,12,22.0,0,2,4,10,40,60
臺北市信義區吳興街１５６巷２２弄4號2樓,25.0286989,121.5606992,2,9,9,22,28,60.0,2,17,31.0,3,10,14,4,22.0,35.0,14,24,28.0,2,5,9,14,35.0,46.0,1,18,25,4,22,41.0,0,3,5,10,35,59
臺北市南港區中坡北路７６巷４號三樓,25.04733,121.580982,2,4,5,16,27,33.0,3,8,9.0,1,7,11,9,15.0,19.0,0,1,4.0,3,8,13,11,29.0,47.0,4,12,16,5,18,24.0,2,3,4,17,42,60
臺北市松山區三民路35巷6號9樓,25.0559196,121.563215,4,4,8,5,31,38.0,1,4,16.0,2,6,13,4,7.0,11.0,0,7,9.0,2,7,11,11,37.0,50.0,1,9,9,12,25,28.0,0,1,2,4,37,60
臺北市信義區莊敬路３１９號三樓,25.028255,121.563539,1,7,12,22,27,34.0,1,19,31.0,3,7,15,2,18.0,28.0,13,22,26.0,3,4,6,7,25.0,41.0,3,18,22,4,16,32.0,0,2,5,8,35,56
臺北市內湖區內湖路三段３５９號,25.0893486,121.583882,0,0,10,0,0,60.0,0,0,17.0,1,2,10,0,0.0,42.0,0,8,34.0,0,1,14,1,5.0,49.0,0,1,7,1,4,37.0,0,0,7,4,14,60
臺北市中山區中山北路二段１１８號十二樓之１,25.0610223,121.5227568,1,13,19,27,52,60.0,5,23,38.0,2,12,28,3,18.0,35.0,5,21,27.0,2,9,16,14,40.0,60.0,29,56,60,4,20,33.0,3,5,7,13,38,60
臺北市中山區長安東路二段４９號七樓之１,25.048605,121.5322859,1,5,17,11,28,52.0,9,15,36.0,0,11,25,9,28.0,48.0,0,18,30.0,1,5,7,13,48.0,60.0,5,60,60,4,16,28.0,1,3,6,8,47,60
臺北市中山區雙城街19巷8號3樓之1,25.0653095,121.5247167,0,5,15,18,43,55.0,3,10,20.0,3,11,16,4,17.0,33.0,13,20,24.0,3,6,11,15,36.0,54.0,9,42,54,7,18,30.0,1,4,6,7,47,60
臺北市中山區農安街28之1號七樓之6,25.0647999,121.5264079,0,3,10,19,47,56.0,3,10,20.0,3,8,16,4,17.0,36.0,6,20,24.0,3,5,9,16,35.0,54.0,10,42,55,9,20,32.0,1,5,6,13,44,60
臺北市中山區德惠街105巷6號4樓,25.0669277,121.5293889,0,4,5,8,32,50.0,0,10,14.0,3,7,11,0,14.0,27.0,2,19,21.0,3,5,7,10,29.0,43.0,5,28,45,8,25,33.0,0,2,4,14,40,60
臺北市中山區松江路25巷5號3樓之5,25.0473009,121.5336627,1,5,16,7,30,49.0,8,16,31.0,1,9,22,7,27.0,50.0,7,17,32.0,1,6,9,11,48.0,60.0,1,44,60,3,20,29.0,0,2,5,9,52,60
內湖路一段７０９號八樓,25.0795048,121.5775289,1,2,12,6,12,60.0,2,4,32.0,1,2,13,5,12.0,42.0,5,16,33.0,1,4,20,10,20.0,60.0,0,1,8,6,13,60.0,1,2,6,9,27,60
臺北市內湖區行善路５９巷４０弄１號六樓之３,25.0566921,121.5789636,1,2,4,0,5,14.0,5,18,20.0,0,2,3,0,9.0,14.0,0,0,3.0,1,3,4,2,9.0,20.0,0,3,8,5,12,20.0,0,1,1,7,29,58
臺北市萬華區艋舺大道275巷18號四樓,25.0335516,121.4975104,4,9,10,9,24,43.0,4,6,7.0,2,6,13,9,15.0,21.0,0,3,11.0,3,8,14,3,20.0,31.0,3,10,15,6,23,32.0,1,1,1,18,38,60
臺北市大同區延平北路三段５號十七樓之１,25.063546,121.511289,6,12,16,4,17,38.0,1,11,24.0,4,12,18,5,14.0,30.0,1,5,22.0,4,9,14,7,29.0,47.0,3,10,16,0,10,28.0,1,2,5,5,21,47
臺北市萬華區漢口街二段51號9樓之1,25.0458997,121.5064086,7,11,21,6,51,60.0,20,36,58.0,5,14,22,13,31.0,54.0,1,25,31.0,2,3,5,3,25.0,39.0,18,27,33,3,13,21.0,1,3,6,7,26,42
臺北市萬華區桂林路２４２巷６８弄９號,25.0358908,121.4935191,2,7,9,7,16,38.0,0,6,6.0,1,5,7,0,10.0,14.0,0,1,8.0,2,6,8,2,9.0,23.0,2,7,11,4,15,23.0,0,1,1,14,36,47
臺北市文山區永安街6巷16號4樓,24.9873308,121.5693887,0,3,9,0,6,27.0,0,0,3.0,4,13,28,0,3.0,33.0,8,19,39.0,1,4,22,10,23.0,52.0,1,1,3,6,11,27.0,0,0,5,8,23,60
臺北市文山區辛亥路四段77巷92弄7號11樓之2,25.0088434,121.5601788,0,1,13,0,3,60.0,0,0,11.0,0,1,40,0,7.0,57.0,0,2,60.0,1,1,30,3,4.0,60.0,0,0,15,0,1,55.0,1,1,9,2,21,60
臺北市文山區興德路20巷18號12樓,25.0010568,121.5561771,1,4,17,15,18,47.0,0,0,5.0,2,3,41,7,7.0,60.0,6,11,60.0,2,7,31,4,16.0,60.0,1,1,10,2,6,47.0,1,2,10,3,23,60
臺北市文山區羅斯福路五段97巷16號2樓,25.0061301,121.539916,2,4,22,1,2,60.0,1,3,19.0,3,7,55,2,8.0,60.0,6,56,60.0,3,6,46,7,12.0,60.0,1,3,21,4,8,60.0,1,1,12,9,39,60
臺北市文山區木柵路二段109巷25弄84號4樓,24.9909239,121.561651,1,2,15,3,6,41.0,0,0,5.0,1,6,30,3,6.0,51.0,0,5,47.0,2,8,28,7,20.0,60.0,0,1,6,1,7,42.0,0,0,9,12,27,60
臺北市文山區政大一街320巷108號4樓,24.9866706,121.5856175,0,1,5,0,1,9.0,0,0,2.0,1,9,16,1,2.0,24.0,0,2,20.0,0,1,9,0,1.0,32.0,0,0,1,0,2,16.0,0,0,3,9,19,60
臺北市中正區羅斯福路三段１２８巷３６弄４號三樓,25.0201048,121.5268267,0,2,5,5,20,41.0,2,8,10.0,4,15,24,5,13.0,25.0,4,27,57.0,3,9,14,26,56.0,60.0,2,3,8,3,13,27.0,1,3,3,13,48,60
臺北市文山區汀州路四段271號十二樓,25.0011694,121.5356065,1,2,8,1,2,14.0,1,2,2.0,2,4,6,3,5.0,18.0,0,11,21.0,2,5,9,2,24.0,42.0,0,3,4,5,11,22.0,1,1,2,8,30,51
臺北市萬華區成都路102號12樓之6,25.0434622,121.5022943,2,11,16,19,40,59.0,16,24,28.0,3,10,17,1,27.0,38.0,5,11,24.0,1,3,6,4,13.0,26.0,14,26,29,7,15,19.0,0,2,5,7,24,41
臺北市大同區重慶北路三段120巷71號4樓,25.0673305,121.5116461,3,12,14,5,10,25.0,2,7,14.0,1,9,15,3,18.0,28.0,1,6,19.0,2,9,12,4,24.0,40.0,2,7,13,3,7,24.0,0,3,4,5,24,45
臺北市大同區民生西路280號7樓,25.0568624,121.5130313,8,13,24,7,36,57.0,12,40,57.0,8,17,23,2,19.0,43.0,2,6,21.0,3,9,11,10,25.0,55.0,5,10,51,10,15,19.0,0,6,7,8,27,52
臺北市萬華區萬大路４２３巷３０弄３號十樓,25.0209554,121.5003496,2,4,7,2,7,13.0,0,0,1.0,1,3,8,2,3.0,6.0,0,1,2.0,4,7,11,5,15.0,30.0,0,2,5,5,13,23.0,0,0,0,8,29,41
臺北市萬華區艋舺大道275巷18號五樓,25.0335516,121.4975104,4,9,10,9,24,43.0,4,6,7.0,2,6,13,9,15.0,21.0,0,3,11.0,3,8,14,3,20.0,31.0,3,10,15,6,23,32.0,1,1,1,18,38,60
臺北市萬華區長泰街73巷4號2樓,25.0224504,121.4998599,2,4,7,3,8,13.0,0,1,1.0,2,4,10,2,3.0,9.0,0,1,2.0,4,8,10,8,21.0,31.0,0,4,6,6,16,23.0,0,0,0,5,32,46
臺北市萬華區長沙街二段148號五樓之2,25.0406311,121.5013198,3,13,16,22,40,48.0,1,25,28.0,3,11,17,1,30.0,35.0,5,10,17.0,2,4,10,8,13.0,23.0,7,27,28,5,19,22.0,0,2,3,9,26,60
臺北市萬華區東園街３０號七樓之１,25.027052,121.495833,1,6,8,7,10,19.0,1,3,6.0,1,5,7,0,10.0,16.0,1,2,2.0,4,11,12,9,20.0,27.0,4,6,9,6,19,29.0,0,1,1,7,35,60
臺北市中山區敬業三路１６２巷６８號三樓,25.0780306,121.5587562,0,1,14,2,5,60.0,2,11,47.0,0,2,26,2,11.0,60.0,0,0,58.0,2,5,22,1,7.0,60.0,0,1,9,1,9,60.0,0,2,7,14,36,60
臺北市內湖區康寧路一段75號2樓,25.0800049,121.592776,3,4,18,10,31,60.0,1,1,22.0,0,3,13,6,13.0,44.0,1,18,34.0,1,2,20,10,16.0,59.0,2,6,6,6,8,53.0,1,2,7,5,21,60
臺北市中山區大直街63號4樓,25.083539,121.546446,0,1,14,0,3,60.0,0,3,33.0,2,4,29,3,8.0,60.0,11,11,60.0,1,2,26,7,10.0,60.0,0,0,17,6,9,60.0,1,2,10,8,19,60
臺北市中山區吉林路２２巷１１號,25.0511035,121.5299288,1,11,18,13,36,60.0,1,29,42.0,0,10,28,9,29.0,52.0,1,16,35.0,2,5,6,6,42.0,60.0,28,60,60,3,14,26.0,1,3,6,10,44,60
臺北市中山區雙城街１９巷１１號,25.0654544,121.5247774,0,5,15,18,43,55.0,2,10,20.0,3,11,16,4,17.0,33.0,13,20,24.0,3,6,10,15,36.0,54.0,8,41,54,7,18,30.0,1,4,6,7,46,60
臺北市內湖區大湖街160巷2弄7之1號,25.0832619,121.6002931,3,3,13,2,13,60.0,0,0,10.0,0,0,10,4,8.0,41.0,0,1,31.0,1,3,15,4,12.0,57.0,2,3,6,2,6,42.0,1,2,6,11,32,60
臺北市中山區復興北路４３２號５樓之３,25.063458,121.54404,1,2,5,7,17,39.0,2,13,17.0,0,3,14,7,20.0,35.0,0,20,25.0,1,2,4,6,21.0,28.0,1,5,9,5,20,27.0,1,2,4,6,28,56
臺北市中山區中山北路二段７７巷３７號十二樓之４,25.0577742,121.5248856,2,11,20,16,55,60.0,9,28,41.0,2,15,24,2,19.0,50.0,2,12,28.0,0,10,13,12,42.0,60.0,39,60,60,5,18,33.0,1,5,7,12,42,60
臺北市中山區中山北路二段62巷3號六樓,25.0567691,121.5222686,3,16,28,17,55,60.0,11,38,59.0,3,14,30,3,19.0,53.0,3,11,30.0,0,7,16,8,46.0,60.0,32,60,60,4,21,35.0,2,4,9,12,40,60
臺北市大同區重慶北路三段１１３巷５５號三樓之３,25.0673449,121.515528,3,12,15,6,18,43.0,2,9,15.0,2,9,17,6,19.0,20.0,3,17,22.0,4,9,14,7,36.0,43.0,2,9,28,4,7,18.0,0,3,5,9,27,52
臺北市中山區新生北路二段４５巷３８號二樓,25.0556288,121.5295863,0,6,13,7,53,60.0,3,25,41.0,3,11,20,8,31.0,44.0,1,9,35.0,2,6,8,10,39.0,60.0,21,60,60,4,17,32.0,0,5,6,8,43,60
臺北市信義區嘉興街179之24號,25.026949,121.556915,1,4,23,2,35,60.0,1,7,60.0,1,7,60,4,21.0,60.0,9,23,60.0,1,3,36,13,41.0,60.0,3,11,60,8,32,60.0,0,4,14,7,34,60
臺北市南港區忠孝東路六段２７８巷５弄２５號四樓,25.0491661,121.5905252,0,5,17,0,17,60.0,1,2,37.0,1,4,27,5,9.0,44.0,0,1,25.0,3,5,22,4,14.0,60.0,1,2,23,2,6,52.0,1,2,6,8,32,60
臺北市松山區八德路三段１５５巷２之３號二樓,25.0484165,121.5551575,2,5,9,10,60,60.0,2,17,42.0,5,14,22,2,18.0,37.0,0,12,17.0,2,9,13,18,50.0,60.0,2,18,35,4,17,39.0,1,4,5,11,31,60
臺北市松山區八德路二段348號3樓之5,25.0476012,121.545363,3,6,8,10,60,60.0,5,39,44.0,4,15,22,6,27.0,48.0,4,15,47.0,4,7,10,13,49.0,60.0,7,33,46,6,24,34.0,0,4,4,6,45,60
臺北市中山區林森北路472號六樓之16,25.0611103,121.5254629,2,4,20,28,50,60.0,6,16,32.0,3,12,21,2,19.0,46.0,4,21,26.0,3,7,12,11,43.0,60.0,35,56,60,8,21,30.0,1,4,8,12,42,60
臺北市信義區松仁路３０８巷９５號七樓,25.0209109,121.5705694,0,1,18,0,10,60.0,0,0,39.0,2,3,31,0,1.0,60.0,2,6,45.0,0,2,19,1,6.0,60.0,0,2,38,3,4,60.0,0,0,10,5,15,60
臺北市士林區福華路147巷2號3樓,25.1033182,121.5220123,1,1,15,1,30,60.0,4,4,22.0,0,2,29,10,17.0,45.0,2,2,52.0,1,6,24,6,30.0,60.0,2,3,17,3,12,60.0,1,2,6,13,23,60
臺北市北投區懷德街75巷11號4樓,25.1138065,121.5187593,1,8,10,22,60,60.0,1,1,13.0,2,10,26,6,9.0,44.0,0,12,34.0,2,8,22,12,24.0,60.0,4,4,11,5,16,54.0,2,2,6,4,24,60
臺北市北投區中和街３９８巷５弄１號三樓之３,25.1437794,121.498549,0,2,4,0,7,23.0,0,0,0.0,2,4,7,0,2.0,19.0,1,3,7.0,1,5,12,3,11.0,25.0,2,4,7,4,8,19.0,0,1,4,3,22,60
臺北市士林區承德路四段58巷46弄2號3樓,25.0823797,121.5214081,0,2,23,1,6,60.0,1,9,34.0,0,2,31,2,7.0,58.0,0,10,45.0,2,2,22,5,11.0,60.0,4,7,44,3,7,59.0,1,1,8,11,23,60
